Code;Bezeichnung;Kategorie-Code;Kategorie-Verwendungstext;Kategorie-Freitext;Berechnungsformel;Formel (Prüfzeit)
10912B;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ab 60. Lebensjahr ;K77.2;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;;
10912C;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ab 60. Lebensjahr ;K77.3;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,8;
10912D;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ab 60. Lebensjahr ;K77.4;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,4;
10912E;Zuschlag TSS-Terminvermittlung ab 60. Lebensjahr ;K77.8;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 1,5;
10912F;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ab 60. Lebensjahr ;K77.9;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;
10912G;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ab 60. Lebensjahr ;K77.10;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,6;
10912H;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ab 60. Lebensjahr ;K77.11;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,3;
11210H;Grundpauschale bis 5. Lebensjahr ;K14;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 der Allgemeinen Bestimmungen;50 % Abschlag gemäß Allgemeine Bestimmung 2.1.6 (Auftragsleistung ausschließl. zu Leist. Anhang 1);Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
11210R;Grundpauschale bis 5. Lebensjahr ;K16;Leistungsberechnung entsprechend 5.1 der Allgemeinen Bestimmungen für Berufsausübungsgemeinschaften oder Arztpraxen mit angestellten Ärzten;10 % Aufschlag von der jeweiligen Punktzahl;Punktezahl der Basis-GOP x Faktor 1,1;Prüfzeit der Basis-GOP x Faktor 1,1
11210S;Grundpauschale bis 5. Lebensjahr ;K79;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden i.V.m. 5.1 der Allgemeinen Bestimmungen (BAG oder Arztpraxen mit angestellten Ärzten);;Punktezahl der Basis-GOP x Faktor 0,825;Prüfzeit der Basis-GOP x Faktor 0,83
11210V;Grundpauschale bis 5. Lebensjahr ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
11210W;Grundpauschale bis 5. Lebensjahr ;K17;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 sowie Aufschlag entsprechend 5.1 der Allgemeinen Bestimmungen;50 % Abschlag gemäß der Allgemeinen Bestimmung 2.1.6 (Auftrag zur Durchführung von Leistungen aus Anhang 1) und 10 % Aufschlag gemäß Allgemeine Bestimmung 5.1;Punktezahl der Basis-GOP x Faktor 0,55;Prüfzeit der Basis-GOP x Faktor 0,55
11211H;Grundpauschale 6. - 59. Lebensjahr ;K14;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 der Allgemeinen Bestimmungen;50 % Abschlag gemäß Allgemeine Bestimmung 2.1.6 (Auftragsleistung ausschließl. zu Leist. Anhang 1);Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
11211R;Grundpauschale 6. - 59. Lebensjahr ;K16;Leistungsberechnung entsprechend 5.1 der Allgemeinen Bestimmungen für Berufsausübungsgemeinschaften oder Arztpraxen mit angestellten Ärzten;10 % Aufschlag von der jeweiligen Punktzahl;Punktezahl der Basis-GOP x Faktor 1,1;Prüfzeit der Basis-GOP x Faktor 1,1
11211S;Grundpauschale 6. - 59. Lebensjahr ;K79;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden i.V.m. 5.1 der Allgemeinen Bestimmungen (BAG oder Arztpraxen mit angestellten Ärzten);;Punktezahl der Basis-GOP x Faktor 0,825;Prüfzeit der Basis-GOP x Faktor 0,82
11211V;Grundpauschale 6. - 59. Lebensjahr ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
11211W;Grundpauschale 6. - 59. Lebensjahr ;K17;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 sowie Aufschlag entsprechend 5.1 der Allgemeinen Bestimmungen;50 % Abschlag gemäß der Allgemeinen Bestimmung 2.1.6 (Auftrag zur Durchführung von Leistungen aus Anhang 1) und 10 % Aufschlag gemäß Allgemeine Bestimmung 5.1;Punktezahl der Basis-GOP x Faktor 0,55;Prüfzeit der Basis-GOP x Faktor 0,55
11212H;Grundpauschale ab 60. Lebensjahr ;K14;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 der Allgemeinen Bestimmungen;50 % Abschlag gemäß Allgemeine Bestimmung 2.1.6 (Auftragsleistung ausschließl. zu Leist. Anhang 1);Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
11212R;Grundpauschale ab 60. Lebensjahr ;K16;Leistungsberechnung entsprechend 5.1 der Allgemeinen Bestimmungen für Berufsausübungsgemeinschaften oder Arztpraxen mit angestellten Ärzten;10 % Aufschlag von der jeweiligen Punktzahl;Punktezahl der Basis-GOP x Faktor 1,1;Prüfzeit der Basis-GOP x Faktor 1,1
11212S;Grundpauschale ab 60. Lebensjahr ;K79;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden i.V.m. 5.1 der Allgemeinen Bestimmungen (BAG oder Arztpraxen mit angestellten Ärzten);;Punktezahl der Basis-GOP x Faktor 0,825;Prüfzeit der Basis-GOP x Faktor 0,83
11212V;Grundpauschale ab 60. Lebensjahr ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
11212W;Grundpauschale ab 60. Lebensjahr ;K17;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 sowie Aufschlag entsprechend 5.1 der Allgemeinen Bestimmungen;50 % Abschlag gemäß der Allgemeinen Bestimmung 2.1.6 (Auftrag zur Durchführung von Leistungen aus Anhang 1) und 10 % Aufschlag gemäß Allgemeine Bestimmung 5.1;Punktezahl der Basis-GOP x Faktor 0,55;Prüfzeit der Basis-GOP x Faktor 0,55
11228A;Zuschlag TSS-Terminvermittlung ;K77.1;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 2,0;
11228B;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.2;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;;
11228C;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.3;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,8;
11228D;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.4;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,4;
11228E;Zuschlag TSS-Terminvermittlung ;K77.8;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 1,5;
11228F;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.9;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;
11228G;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.10;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,6;
11228H;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.11;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,3;
11301X;Grundpauschale humangenetische in-vitro-Diagnostik bei Probeneinsendung ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11302X;Zuschlag für Gemeinkosten und die wissenschaftliche ärztliche Beurteilung und Befundung komplexer genetischer Analysen im individuellen klinischen Kontext bei seltenen Erkrankungen ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11351V;Cystische Fibrose - Gezielte Untersuchung auf die häufigsten Mutationen im CFTR-Gen ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11351X;Cystische Fibrose - Gezielte Untersuchung auf die häufigsten Mutationen im CFTR-Gen ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11352V;Cystische Fibrose - vollständige Untersuchung ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11352X;Cystische Fibrose - vollständige Untersuchung ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11355V;Noonan-Syndrom - Mutationssuche ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11356V;Noonan-Syndrom - weitere Gene ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11360V;Fragiles-X- und Fragiles-X-assoziiertes Tremor-/Ataxie-Syndrom - Analyse einer Repeat-Expansion - auch bei bekannter Mutation ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11370V;Muskeldystrophie Typ Duchenne/Becker - Untersuchung auf Deletionen und Duplikationen - auch bei bekannter Mutation ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11371V;Muskeldystrophie Typ Duchenne/Becker - vollständige Untersuchung ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11380V;Chorea Huntington - auch bei bekannter Mutation ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11390V;Myotone Dystrophie Typ 1 (DM1, Curshman-Steinert) - Analyse einer Repeat-Expansion - auch bei bekannter Mutation ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11395V;Myotone Dystrophie Typ 2 (DM2, PROMM) - Analyse einer Repeat-Expansion - auch bei bekannter Mutation ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11400V;Hämophilie A - Analyse einer Inversion - auch bei bekannter Mutation ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11401V;Hämophilie A - vollständige Untersuchung ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11410V;Spinale Muskelatrophie - Untersuchung auf eine Deletion und Duplikation - auch bei bekannter Mutation ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11411V;Spinale Muskelatrophie - vollständige Untersuchung ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11420V;Sensorineurale Schwerhörigkeit Typ I ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11431V;Lynch-Syndrom (Hereditäres non-polypöses kolorektales Karzinom, HNPCC) - Untersuchung bei nachgewiesener Mikrosatelliteninstabilität entsprechend den Gebührenordnungspositionen 19426 oder 19464 und/oder einer immunhistochemischen Expressionsminderung ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11432V;Lynch-Syndrom (Hereditäres non-polypöses kolorektales Karzinom, HNPCC) - Untersuchung wenn kein Tumormaterial vorliegt ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11440V;Hereditäres Mamma- und Ovarialkarzinom (HBOC) ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11444V;Marfan-Syndrom und Typ 1 Fibrillinopathien - Mutationssuche ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11445V;Marfan-Syndrom und Typ 1 Fibrillinopathien - Deletions-/Duplikationsanalyse ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11446V;Ehlers-Danlos-Syndrom, vaskulärer Typ (Typ IV) - Mutationssuche ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11447V;Ehlers-Danlos-Syndrom, vaskulärer Typ (Typ IV) - Deletions-/Duplikationsanalyse ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11448V;Mutationssuche in Genen, die eine thorakale Aortenerweiterung auslösen und mit einem Risiko der Aortendissektion einhergehen ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11501U;Zuschlag zu den Gebührenordnungspositionen 11502 und 11503 für die Anwendung eines Kulturverfahrens zur Anzucht von Zellen und Präparation der Zellkerne zu weiteren Analysen ;K74;Im Rahmen der Empfängnisregelung erbrachte Leistungen;;;
11501V;Zuschlag zu den Gebührenordnungspositionen 11502 und 11503 für die Anwendung eines Kulturverfahrens zur Anzucht von Zellen und Präparation der Zellkerne zu weiteren Analysen ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11501X;Zuschlag zu den Gebührenordnungspositionen 11502 und 11503 für die Anwendung eines Kulturverfahrens zur Anzucht von Zellen und Präparation der Zellkerne zu weiteren Analysen ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11502U;Postnatale Bestimmung des konstitutionellen Karyotyps mittels lichtmikroskopischer Bänderungsanalyse ;K74;Im Rahmen der Empfängnisregelung erbrachte Leistungen;;;
11502V;Postnatale Bestimmung des konstitutionellen Karyotyps mittels lichtmikroskopischer Bänderungsanalyse ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11502X;Postnatale Bestimmung des konstitutionellen Karyotyps mittels lichtmikroskopischer Bänderungsanalyse ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11503U;Postnatale molekularzytogenetische Charakterisierung konstitutioneller chromosomaler Aberrationen an Inter- oder Metaphasen mittels in-situ-Hybridisierung ;K74;Im Rahmen der Empfängnisregelung erbrachte Leistungen;;;
11503V;Postnatale molekularzytogenetische Charakterisierung konstitutioneller chromosomaler Aberrationen an Inter- oder Metaphasen mittels in-situ-Hybridisierung ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11503X;Postnatale molekularzytogenetische Charakterisierung konstitutioneller chromosomaler Aberrationen an Inter- oder Metaphasen mittels in-situ-Hybridisierung ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11506U;Untersuchung einer uniparentalen Disomie mit mindestens acht polymorphen Zielsequenzen ;K74;Im Rahmen der Empfängnisregelung erbrachte Leistungen;;;
11506V;Untersuchung einer uniparentalen Disomie mit mindestens acht polymorphen Zielsequenzen ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
11506X;Untersuchung einer uniparentalen Disomie mit mindestens acht polymorphen Zielsequenzen ;K2;Gebührenordnungspositionen, die im Einzelfall gesondert zu kennzeichnen sind, wenn sie in einem direkten Zusammenhang mit der Durchführung einer Künstlichen Befruchtung stehen oder Voraussetzung für die Durchführung einer Künstlichen Befruchtung sind. ;;Punktezahl der Basis-GOP x Faktor 0,5;
11508U;Postnatale gesamtgenomische Untersuchung auf konstitutionelle Imbalancen ;K74;Im Rahmen der Empfängnisregelung erbrachte Leistungen;;;
11508V;Postnatale gesamtgenomische Untersuchung auf konstitutionelle Imbalancen ;K67;Kennzeichnung von Gebührenordnungspositionen, die im Ausnahmefall bei medizinischer Notwendigkeit auch vorgeburtlich berechnungsfähig sind;;;
